@relation bank-additional-full-weka.filters.unsupervised.attribute.RemoveType-Tnumeric

@attribute job {housemaid,services,admin.,blue-collar,technician,retired,management,unemployed,self-employed,unknown,entrepreneur,student}
@attribute marital {married,single,divorced,unknown}
@attribute education {basic.4y,high.school,basic.6y,basic.9y,professional.course,unknown,university.degree,illiterate}
@attribute default {no,unknown,yes}
@attribute housing {no,yes,unknown}
@attribute loan {no,yes,unknown}
@attribute contact {telephone,cellular}
@attribute month {may,jun,jul,aug,oct,nov,dec,mar,apr,sep}
@attribute day_of_week {mon,tue,wed,thu,fri}
@attribute poutcome {nonexistent,failure,success}
@attribute y {yes,no}

@data
admin.,married,high.school,no,yes,yes,telephone,may,mon,nonexistent,no
self-employed,married,basic.6y,no,yes,no,cellular,may,mon,success,no
technician,divorced,professional.course,no,yes,no,cellular,may,mon,nonexistent,yes
admin.,married,university.degree,no,yes,no,cellular,may,mon,nonexistent,no
self-employed,married,high.school,no,yes,no,cellular,may,mon,nonexistent,no
services,single,high.school,no,yes,no,cellular,may,mon,nonexistent,no
student,single,high.school,no,no,no,cellular,may,mon,failure,yes
admin.,married,university.degree,no,no,no,cellular,may,mon,nonexistent,yes
blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,nonexistent,no
entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,nonexistent,no
retired,married,basic.4y,no,no,no,cellular,may,mon,nonexistent,yes
services,married,basic.6y,no,yes,no,telephone,may,mon,nonexistent,no
technician,married,professional.course,no,yes,yes,cellular,may,mon,nonexistent,yes
retired,married,basic.4y,no,no,no,cellular,may,mon,failure,no
student,single,unknown,no,no,no,cellular,may,mon,nonexistent,yes
technician,married,high.school,no,no,no,cellular,may,mon,failure,no
blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,success,yes
technician,married,professional.course,no,yes,no,cellular,may,mon,nonexistent,no
admin.,married,high.school,no,no,no,telephone,may,mon,nonexistent,no
blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,nonexistent,yes
technician,married,professional.course,no,no,no,cellular,may,mon,nonexistent,yes
management,married,university.degree,no,no,no,telephone,may,mon,nonexistent,no
admin.,married,high.school,no,no,no,cellular,may,mon,nonexistent,yes
admin.,married,university.degree,no,yes,no,telephone,may,mon,nonexistent,no
entrepreneur,married,university.degree,no,yes,no,cellular,may,mon,nonexistent,no
management,married,high.school,no,yes,no,cellular,may,mon,nonexistent,no
technician,single,professional.course,no,no,no,telephone,may,mon,nonexistent,no
blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,nonexistent,no
services,married,professional.course,no,yes,no,cellular,may,mon,nonexistent,no
student,single,university.degree,no,yes,no,telephone,may,mon,nonexistent,no
services,married,high.school,no,yes,no,cellular,may,mon,success,no
management,married,university.degree,no,no,no,telephone,may,mon,nonexistent,yes
admin.,married,university.degree,no,yes,no,cellular,may,mon,nonexistent,no
admin.,married,high.school,no,yes,no,cellular,may,mon,success,no
self-employed,married,high.school,no,yes,no,cellular,may,mon,nonexistent,no
entrepreneur,married,basic.9y,no,yes,no,cellular,may,mon,failure,yes
unknown,married,unknown,no,yes,no,cellular,may,mon,nonexistent,no
unemployed,married,professional.course,no,yes,yes,cellular,may,mon,failure,no
services,single,high.school,no,no,no,cellular,may,mon,nonexistent,no
unknown,married,professional.course,no,no,no,cellular,may,mon,nonexistent,no
entrepreneur,married,basic.9y,no,yes,no,telephone,may,mon,nonexistent,yes
admin.,married,university.degree,unknown,yes,no,cellular,may,mon,success,no
self-employed,single,professional.course,no,yes,no,cellular,may,mon,failure,yes
technician,single,professional.course,no,yes,no,cellular,may,mon,failure,no
admin.,single,high.school,no,no,yes,cellular,may,mon,nonexistent,no
technician,married,high.school,no,yes,no,cellular,may,mon,nonexistent,no
admin.,married,basic.9y,no,no,no,telephone,may,mon,nonexistent,no
unemployed,married,high.school,no,no,no,cellular,may,mon,success,no
technician,single,high.school,no,yes,no,cellular,may,mon,nonexistent,yes
self-employed,single,professional.course,no,no,no,cellular,may,mon,success,no
unknown,single,university.degree,no,yes,no,cellular,may,mon,nonexistent,no
self-employed,married,high.school,no,no,yes,cellular,may,mon,failure,no
management,married,university.degree,no,yes,no,cellular,may,mon,nonexistent,no
unemployed,single,basic.9y,no,yes,no,telephone,may,mon,nonexistent,no
services,married,high.school,unknown,no,no,telephone,may,mon,nonexistent,no
housemaid,married,high.school,no,no,no,cellular,may,mon,nonexistent,no
services,divorced,high.school,no,no,no,telephone,may,mon,nonexistent,yes
admin.,divorced,university.degree,no,no,no,cellular,may,mon,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,may,mon,nonexistent,no
self-employed,married,basic.9y,no,yes,yes,cellular,may,mon,success,yes
management,single,university.degree,no,yes,no,cellular,may,mon,nonexistent,no
services,married,high.school,no,yes,no,cellular,may,mon,nonexistent,no
admin.,married,university.degree,no,yes,yes,telephone,may,mon,nonexistent,no
unknown,married,unknown,no,yes,no,cellular,may,mon,success,no
admin.,married,university.degree,no,yes,yes,telephone,may,mon,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,may,mon,success,yes
blue-collar,single,basic.4y,no,no,yes,cellular,may,tue,nonexistent,no
services,married,high.school,no,yes,no,cellular,may,tue,nonexistent,no
admin.,single,university.degree,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,nonexistent,no
services,married,high.school,no,no,no,cellular,may,tue,nonexistent,no
admin.,divorced,high.school,no,yes,no,cellular,may,tue,nonexistent,no
retired,married,high.school,no,yes,no,cellular,may,tue,nonexistent,yes
blue-collar,single,basic.4y,no,yes,no,cellular,may,tue,failure,no
services,single,unknown,no,no,no,cellular,may,tue,failure,no
admin.,married,university.degree,no,yes,no,cellular,may,tue,failure,no
services,divorced,high.school,unknown,yes,no,cellular,may,tue,nonexistent,no
admin.,single,high.school,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,nonexistent,no
management,married,university.degree,no,yes,no,cellular,may,tue,nonexistent,no
admin.,married,university.degree,no,no,no,telephone,may,tue,nonexistent,no
services,married,basic.4y,no,no,no,cellular,may,tue,failure,no
retired,married,basic.6y,no,no,no,cellular,may,tue,failure,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,failure,no
retired,married,basic.4y,no,no,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,unknown,no,no,cellular,may,tue,failure,no
admin.,divorced,high.school,no,yes,no,telephone,may,tue,nonexistent,no
technician,single,professional.course,no,no,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,nonexistent,no
student,single,high.school,unknown,no,yes,cellular,may,tue,nonexistent,no
blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,nonexistent,no
admin.,married,basic.9y,no,yes,no,cellular,may,tue,failure,no
services,married,high.school,no,yes,no,cellular,may,tue,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,may,tue,failure,no
admin.,single,professional.course,unknown,no,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.6y,no,no,no,cellular,may,tue,nonexistent,no
admin.,married,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
housemaid,married,basic.9y,unknown,yes,no,cellular,may,tue,failure,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.4y,no,no,no,cellular,may,tue,failure,no
blue-collar,married,basic.9y,no,no,no,cellular,may,tue,success,no
admin.,divorced,high.school,no,no,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,no,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,no,no,cellular,may,tue,failure,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,failure,no
blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,success,no
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,failure,no
management,married,university.degree,no,yes,yes,cellular,may,tue,nonexistent,no
admin.,divorced,high.school,no,no,yes,cellular,may,tue,nonexistent,no
services,married,high.school,unknown,yes,no,cellular,may,tue,nonexistent,no
technician,single,university.degree,no,yes,no,cellular,may,tue,nonexistent,no
services,married,high.school,unknown,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,no,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
admin.,married,high.school,unknown,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,no,no,cellular,may,tue,nonexistent,no
services,divorced,high.school,no,no,no,cellular,may,tue,nonexistent,no
admin.,married,high.school,no,yes,no,cellular,may,tue,failure,no
admin.,married,high.school,unknown,yes,no,cellular,may,tue,nonexistent,no
admin.,married,high.school,unknown,no,no,cellular,may,tue,failure,no
technician,married,professional.course,unknown,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,failure,no
services,married,high.school,unknown,yes,no,cellular,may,tue,failure,no
admin.,married,high.school,no,no,no,cellular,may,tue,failure,no
blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,failure,no
blue-collar,married,basic.4y,unknown,no,no,cellular,may,tue,nonexistent,no
admin.,single,high.school,no,no,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,no,no,cellular,may,tue,nonexistent,no
admin.,single,high.school,no,no,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,nonexistent,no
entrepreneur,married,professional.course,no,no,yes,cellular,may,tue,failure,no
blue-collar,married,basic.9y,no,no,no,cellular,may,tue,nonexistent,no
entrepreneur,married,professional.course,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,no,no,cellular,may,tue,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,may,tue,nonexistent,no
admin.,married,high.school,no,yes,no,cellular,may,tue,failure,yes
blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,nonexistent,yes
blue-collar,married,professional.course,no,yes,yes,cellular,may,tue,failure,no
blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
admin.,married,basic.4y,unknown,no,no,cellular,may,tue,failure,no
blue-collar,married,basic.9y,no,no,no,cellular,may,tue,nonexistent,yes
blue-collar,married,high.school,no,no,no,cellular,may,tue,nonexistent,yes
admin.,single,university.degree,no,yes,no,cellular,may,tue,nonexistent,yes
blue-collar,married,professional.course,no,yes,yes,cellular,may,tue,failure,no
blue-collar,married,professional.course,no,no,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,nonexistent,yes
blue-collar,married,basic.6y,no,no,yes,cellular,may,tue,nonexistent,no
self-employed,married,basic.9y,no,yes,yes,cellular,may,tue,nonexistent,yes
technician,divorced,professional.course,no,no,no,cellular,may,tue,failure,no
technician,married,university.degree,no,yes,no,cellular,may,tue,failure,no
blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,failure,no
management,married,university.degree,no,no,no,cellular,may,tue,failure,no
admin.,married,basic.4y,unknown,no,no,cellular,may,tue,nonexistent,no
blue-collar,married,unknown,no,yes,no,cellular,may,tue,failure,no
services,single,basic.9y,no,no,no,cellular,may,tue,nonexistent,no
blue-collar,single,high.school,no,yes,no,cellular,may,tue,failure,no
blue-collar,married,basic.6y,no,no,no,cellular,may,tue,nonexistent,no
blue-collar,married,high.school,no,yes,no,cellular,may,tue,success,yes
admin.,single,university.degree,no,yes,no,telephone,may,tue,nonexistent,no
student,single,high.school,unknown,no,yes,cellular,may,tue,failure,no
admin.,single,high.school,no,yes,no,cellular,may,tue,nonexistent,no
services,single,high.school,no,yes,no,cellular,may,tue,nonexistent,no
entrepreneur,divorced,basic.9y,no,yes,yes,cellular,may,tue,nonexistent,no
services,single,high.school,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,no,no,cellular,may,tue,failure,no
blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
management,married,university.degree,no,yes,no,cellular,may,tue,nonexistent,no
services,married,high.school,no,yes,no,cellular,may,tue,failure,no
blue-collar,single,basic.4y,unknown,yes,yes,cellular,may,tue,nonexistent,no
blue-collar,divorced,high.school,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,unknown,unknown,yes,no,cellular,may,tue,nonexistent,no
retired,divorced,basic.4y,no,yes,no,cellular,may,tue,nonexistent,no
technician,married,unknown,no,no,no,cellular,may,tue,nonexistent,no
blue-collar,single,high.school,no,no,no,cellular,may,tue,nonexistent,yes
self-employed,married,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
management,single,basic.9y,no,no,no,cellular,may,tue,failure,no
blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,failure,no
blue-collar,married,high.school,unknown,yes,yes,cellular,may,tue,nonexistent,no
entrepreneur,single,university.degree,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.6y,no,yes,yes,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,may,tue,nonexistent,no
management,married,professional.course,no,unknown,unknown,cellular,may,tue,failure,no
technician,married,unknown,no,yes,yes,cellular,may,tue,nonexistent,yes
blue-collar,married,high.school,unknown,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
technician,married,unknown,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,nonexistent,no
management,married,university.degree,no,no,yes,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,nonexistent,no
technician,divorced,university.degree,unknown,yes,no,cellular,may,tue,nonexistent,no
blue-collar,single,basic.9y,unknown,no,no,cellular,may,tue,failure,no
blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,unknown,no,yes,no,cellular,may,tue,failure,no
blue-collar,married,basic.9y,no,no,yes,cellular,may,tue,nonexistent,no
services,married,professional.course,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.6y,no,yes,yes,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,unknown,no,no,cellular,may,tue,success,no
technician,married,professional.course,no,no,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,may,tue,nonexistent,no
services,married,basic.4y,no,no,no,cellular,may,tue,nonexistent,no
services,married,basic.6y,unknown,yes,no,cellular,may,tue,nonexistent,no
admin.,married,high.school,no,no,yes,cellular,may,tue,nonexistent,yes
technician,single,professional.course,no,yes,no,cellular,may,tue,nonexistent,no
blue-collar,married,basic.4y,unknown,no,yes,cellular,may,tue,nonexistent,no
blue-collar,married,high.school,no,no,yes,cellular,may,tue,nonexistent,no
